92 17
0	0.80109	1.5958	2.3777	3.1407	3.8788	4.5862	5.2576	5.8878	6.4721	7.0064	7.4868	7.9099	8.2729	8.5732	8.8088	8.9782
0	0.81206	1.6176	2.4103	3.1837	3.9318	4.6488	5.3292	5.9678	6.56	7.1014	7.5882	8.0169	8.3846	8.6888	8.9276	9.0992
0	0.82304	1.6395	2.4428	3.2266	3.9847	4.7113	5.4008	6.0479	6.6479	7.1964	7.6895	8.1238	8.4963	8.8044	9.0462	9.22
0	0.83401	1.6613	2.4753	3.2695	4.0377	4.7738	5.4723	6.1279	6.7357	7.2913	7.7908	8.2306	8.6079	8.9199	9.1648	9.3408
0	0.84498	1.6832	2.5078	3.3125	4.0906	4.8364	5.5439	6.2079	6.8235	7.3862	7.892	8.3374	8.7194	9.0354	9.2833	9.4615
0	0.85595	1.705	2.5404	3.3554	4.1436	4.8989	5.6154	6.2879	6.9113	7.481	7.9932	8.4442	8.8309	9.1508	9.4017	9.5821
0	0.86692	1.7269	2.5729	3.3983	4.1965	4.9614	5.687	6.3678	6.999	7.5758	8.0943	8.5508	8.9423	9.2661	9.5201	9.7027
0	0.8779	1.7487	2.6054	3.4412	4.2494	5.0238	5.7585	6.4478	7.0867	7.6706	8.1954	8.6574	9.0536	9.3813	9.6383	9.8231
0	0.88887	1.7706	2.6379	3.4841	4.3024	5.0863	5.83	6.5277	7.1744	7.7653	8.2964	8.764	9.1649	9.4964	9.7565	9.9434
0	0.89984	1.7924	2.6705	3.527	4.3553	5.1488	5.9014	6.6076	7.262	7.86	8.3974	8.8705	9.2761	9.6115	9.8746	10.064
0	0.91081	1.8142	2.703	3.5699	4.4082	5.2112	5.9729	6.6874	7.3496	7.9546	8.4983	8.9769	9.3872	9.7265	9.9926	10.184
0	0.92178	1.8361	2.7355	3.6128	4.4611	5.2737	6.0443	6.7673	7.4372	8.0492	8.5992	9.0833	9.4982	9.8414	10.111	10.304
0	0.93276	1.8579	2.768	3.6557	4.514	5.3361	6.1157	6.8471	7.5247	8.1438	8.7	9.1896	9.6092	9.9562	10.228	10.424
0	0.94373	1.8798	2.8005	3.6986	4.5669	5.3985	6.1871	6.9268	7.6122	8.2383	8.8008	9.2958	9.7201	10.071	10.346	10.544
0	0.9547	1.9016	2.833	3.7415	4.6197	5.4609	6.2585	7.0066	7.6996	8.3327	8.9015	9.402	9.8309	10.186	10.464	10.664
0	0.96567	1.9235	2.8656	3.7844	4.6726	5.5233	6.3299	7.0863	7.7871	8.4271	9.0021	9.5081	9.9417	10.3	10.581	10.783
0	0.97664	1.9453	2.8981	3.8272	4.7255	5.5856	6.4012	7.166	7.8744	8.5215	9.1027	9.6141	10.052	10.415	10.699	10.903
0	0.98761	1.9671	2.9306	3.8701	4.7783	5.648	6.4725	7.2457	7.9618	8.6158	9.2032	9.7201	10.163	10.529	10.816	11.023
0	0.99858	1.989	2.9631	3.913	4.8311	5.7103	6.5438	7.3253	8.0491	8.7101	9.3037	9.826	10.274	10.643	10.934	11.142
0	1.0096	2.0108	2.9956	3.9559	4.884	5.7727	6.6151	7.4049	8.1364	8.8043	9.4041	9.9318	10.384	10.758	11.051	11.261
0	1.0205	2.0326	3.0281	3.9987	4.9368	5.835	6.6863	7.4845	8.2236	8.8985	9.5045	10.038	10.494	10.872	11.168	11.381
0	1.0315	2.0545	3.0606	4.0416	4.9896	5.8973	6.7576	7.564	8.3108	8.9926	9.6048	10.143	10.605	10.986	11.285	11.5
0	1.0425	2.0763	3.0931	4.0844	5.0424	5.9596	6.8288	7.6436	8.398	9.0867	9.7051	10.249	10.715	11.1	11.402	11.619
0	1.0534	2.0982	3.1256	4.1273	5.0952	6.0218	6.9	7.723	8.4851	9.1807	9.8052	10.354	10.825	11.214	11.519	11.738
0	1.0644	2.12	3.1581	4.1701	5.148	6.0841	6.9711	7.8025	8.5722	9.2747	9.9054	10.46	10.935	11.328	11.635	11.856
0	1.0754	2.1418	3.1905	4.2129	5.2008	6.1463	7.0423	7.8819	8.6592	9.3686	10.005	10.565	11.045	11.441	11.752	11.975
0	1.0864	2.1637	3.223	4.2558	5.2536	6.2086	7.1134	7.9613	8.7462	9.4625	10.105	10.671	11.155	11.555	11.869	12.094
0	1.0973	2.1855	3.2555	4.2986	5.3063	6.2708	7.1845	8.0407	8.8332	9.5563	10.205	10.776	11.265	11.668	11.985	12.212
0	1.1083	2.2073	3.288	4.3414	5.3591	6.333	7.2556	8.1201	8.9201	9.6501	10.305	10.881	11.374	11.782	12.101	12.331
0	1.1193	2.2292	3.3205	4.3842	5.4118	6.3952	7.3267	8.1994	9.007	9.7438	10.405	10.986	11.484	11.895	12.218	12.449
0	1.1302	2.251	3.353	4.4271	5.4646	6.4574	7.3977	8.2786	9.0938	9.8375	10.505	11.091	11.594	12.009	12.334	12.567
0	1.1412	2.2728	3.3854	4.4699	5.5173	6.5195	7.4687	8.3579	9.1806	9.9311	10.605	11.196	11.703	12.122	12.45	12.685
0	1.1522	2.2947	3.4179	4.5127	5.57	6.5816	7.5397	8.4371	9.2673	10.025	10.704	11.301	11.812	12.235	12.566	12.803
0	1.1631	2.3165	3.4504	4.5555	5.6227	6.6438	7.6107	8.5163	9.3541	10.118	10.804	11.406	11.922	12.348	12.681	12.921
0	1.1741	2.3383	3.4829	4.5983	5.6754	6.7059	7.6816	8.5954	9.4407	10.212	10.903	11.511	12.031	12.461	12.797	13.039
0	1.1851	2.3602	3.5153	4.641	5.7281	6.768	7.7526	8.6745	9.5273	10.305	11.003	11.616	12.14	12.573	12.913	13.156
0	1.1961	2.382	3.5478	4.6838	5.7808	6.8301	7.8235	8.7536	9.6139	10.398	11.102	11.72	12.249	12.686	13.028	13.274
